Бегония клубневая Сплендид Смесь, 4шт;0;;;;3448;Бегония;Сплендид Смесь;4шт;5/6;.;АЛБЕ003448;;;;;;;;;;;;;;;;;;;;;;;;3448;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972137;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Суперба Розовая, 5шт;0;;;;10697;Бегония;Суперба Розовая;5шт;4/5;.;АЛБЕ010697;;;;;;;;;;;;;;;;;;;;;;;;10697;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109926376;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Суперба Лососевая, 5шт;0;;;;3431;Бегония;Суперба Лососевая;5шт;4/5;.;АЛБЕ003431;;;;;;;;;;;;;;;;;;;;;;;;3431;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972182;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Суперба Ярко-Красная, 5шт;0;;;;3434;Бегония;Суперба Ярко-Красная;5шт;4/5;.;АЛБЕ003434;;;;;;;;;;;;;;;;;;;;;;;;3434;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972212;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Суперба Белая, 5шт;0;;;;3429;Бегония;Суперба Белая;5шт;4/5;.;АЛБЕ003429;;;;;;;;;;;;;;;;;;;;;;;;3429;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972168;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Суперба Желтая, 5шт;0;;;;3430;Бегония;Суперба Желтая;5шт;4/5;.;АЛБЕ003430;;;;;;;;;;;;;;;;;;;;;;;;3430;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972175;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Суперба Смесь, 5шт;0;;;;5635;Бегония;Суперба Смесь;5шт;4/5;.;АЛБЕ005635;;;;;;;;;;;;;;;;;;;;;;;;5635;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109933374;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Мультифлора Максима Оранжевая, 5шт;0;;;;3432;Бегония;Мульт. Макс. Оранжевая;5шт;4/5;.;АЛБЕ003432;;;;;;;;;;;;;;;;;;;;;;;;3432;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972199;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Мультифлора Максима Розовая, 5шт;0;;;;3437;Бегония;Мульт. Макс. Розовая;5шт;4/5;.;АЛБЕ003437;;;;;;;;;;;;;;;;;;;;;;;;3437;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972243;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Мультифлора Максима Швейцария, 5шт;0;;;;3438;Бегония;Мульт. Макс. Швейцария;5шт;5/6;.;АЛБЕ003438;;;;;;;;;;;;;;;;;;;;;;;;3438;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972250;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Мультифлора Максима Белая, 5шт;0;;;;3435;Бегония;Мульт. Макс. Белая;5шт;4/5;.;АЛБЕ003435;;;;;;;;;;;;;;;;;;;;;;;;3435;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972229;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Мультифлора Максима Желтая, 5шт;0;;;;3436;Бегония;Мульт. Макс. Желтая;5шт;4/5;.;АЛБЕ003436;;;;;;;;;;;;;;;;;;;;;;;;3436;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972236;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Мультифлора Максима Смесь, 5шт;0;;;;5636;Бегония;Мульт. Макс. Смесь;5шт;5/6;.;АЛБЕ005636;;;;;;;;;;;;;;;;;;;;;;;;5636;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109933367;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Нон Стоп Априкот, 5шт;0;;;;919;Бегония;Нон Стоп Априкот;5шт;4/5;.;АЛБЕ000919;;;;;;;;;;;;;;;;;;;;;;;;919;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959169;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Нон Стоп Оранжевая, 5шт;0;;;;886;Бегония;Нон Стоп Голд Оранжевая;5шт;4/5;.;АЛБЕ000886;;;;;;;;;;;;;;;;;;;;;;;;886;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959176;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Нон Стоп Розовая, 5шт;0;;;;2679;Бегония;Нон Стоп Розовая;5шт;4/5;.;АЛБЕ002679;;;;;;;;;;;;;;;;;;;;;;;;2679;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959183;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Нон Стоп Ярко-Красная, 5шт;0;;;;897;Бегония;Нон Стоп Ярко-Красная;5шт;4/5;.;АЛБЕ000897;;;;;;;;;;;;;;;;;;;;;;;;897;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959190;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Нон Стоп Белая, 5шт;0;;;;2677;Бегония;Нон Стоп Белая;5шт;4/5;.;АЛБЕ002677;;;;;;;;;;;;;;;;;;;;;;;;2677;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959206;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Нон Стоп Желтая, 5шт;0;;;;2678;Бегония;Нон Стоп Желтая;5шт;4/5;.;АЛБЕ002678;;;;;;;;;;;;;;;;;;;;;;;;2678;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959213;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Нон Стоп Смесь, 5шт;0;;;;6966;Бегония;Нон Стоп Смесь;5шт;4/5;.;АЛБЕ006966;;;;;;;;;;;;;;;;;;;;;;;;6966;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109946107;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Одората Анжелика (бел.), 3шт;0;;;;3439;Бегония;Одората Анжелика;3шт;5/6;.;АЛБЕ003439;;;;;;;;;;;;;;;;;;;;;;;;3439;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972267;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Одората Пинк Делайт, 3шт;0;;;;3433;Бегония;Одората Пинк Делайт;3шт;5/6;.;АЛБЕ003433;;;;;;;;;;;;;;;;;;;;;;;;3433;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972205;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Одората Ред Глори, 3шт;0;;;;3440;Бегония;Одората Ред Глори;3шт;5/6;.;АЛБЕ003440;;;;;;;;;;;;;;;;;;;;;;;;3440;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972274;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Одората Санни Дрим, 3шт;0;;;;9110;Бегония;Одората Санни Дрим;3шт;5/6;.;АЛБЕ009110;;;;;;;;;;;;;;;;;;;;;;;;9110;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109986103;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Одората Смесь, 3шт;0;;;;3838;Бегония;Одората Смесь;3шт;5/6;.;АЛБЕ003838;;;;;;;;;;;;;;;;;;;;;;;;3838;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109980569;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Пендула Оранжевая, 5шт;0;;;;3445;Бегония;Пендула Оранжевая;5шт;5/6;.;АЛБЕ003445;;;;;;;;;;;;;;;;;;;;;;;;3445;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972311;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Пендула Розовая, 5шт;0;;;;3446;Бегония;Пендула Розовая;5шт;5/6;.;АЛБЕ003446;;;;;;;;;;;;;;;;;;;;;;;;3446;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972328;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Пендула Лососевая, 5шт;0;;;;3444;Бегония;Пендула Лососевая;5шт;5/6;.;АЛБЕ003444;;;;;;;;;;;;;;;;;;;;;;;;3444;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972304;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Пендула Ярко-Красная, 5шт;0;;;;3447;Бегония;Пендула Ярко-Красная;5шт;5/6;.;АЛБЕ003447;;;;;;;;;;;;;;;;;;;;;;;;3447;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972335;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Пендула Белая, 5шт;0;;;;3442;Бегония;Пендула Белая;5шт;5/6;.;АЛБЕ003442;;;;;;;;;;;;;;;;;;;;;;;;3442;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972281;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Пендула Желтая, 5шт;0;;;;3443;Бегония;Пендула Желтая;5шт;5/6;.;АЛБЕ003443;;;;;;;;;;;;;;;;;;;;;;;;3443;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972298;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бегония клубневая Пендула Смесь, 5шт;0;;;;6968;Бегония;Пендула Смесь;5шт;5/6;.;АЛБЕ006968;;;;;;;;;;;;;;;;;;;;;;;;6968;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109946121;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Бланш Де Меру, 3шт;0;;;;990;Глоксиния;Бланш Де Меру;3шт;5/6;.;АЛБЕ000990;;;;;;;;;;;;;;;;;;;;;;;;990;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959329;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Корина, 3шт;0;;;;5292;Глоксиния;Корина;3шт;5/6;.;АЛБЕ005292;;;;;;;;;;;;;;;;;;;;;;;;5292;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109938355;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Криспа Метеор, 3шт;0;;;;5637;Глоксиния;Криспа Метеор;3шт;4/5;.;АЛБЕ005637;;;;;;;;;;;;;;;;;;;;;;;;5637;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109933350;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Дефианс, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14132;Глоксиния;Дефианс;2шт;4/5;ПРОМОЛАЙН;АПЛ014132;;;;;;;;;;;;;;;;;;;;;;;;14132;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917442;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Дефианс, 3шт;0;;;;2680;Глоксиния;Дефианс;3шт;6/+;.;АЛБЕ002680;;;;;;;;;;;;;;;;;;;;;;;;2680;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959299;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Этоль Де Фе, 3шт;0;;;;3494;Глоксиния;Этоль Де Фе;3шт;5/6;.;АЛБЕ003494;;;;;;;;;;;;;;;;;;;;;;;;3494;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972366;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Голливуд, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14133;Глоксиния;Голливуд;2шт;4/5;ПРОМОЛАЙН;АПЛ014133;;;;;;;;;;;;;;;;;;;;;;;;14133;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917435;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Голливуд, 3шт;0;;;;992;Глоксиния;Голливуд;3шт;6/+;.;АЛБЕ000992;;;;;;;;;;;;;;;;;;;;;;;;992;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959336;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Кайзер Фридрих, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14134;Глокс.;Кайзер Фридрих;2шт;4/5;ПРОМОЛАЙН;АПЛ014134;;;;;;;;;;;;;;;;;;;;;;;;14134;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917428;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Кайзер Фридрих, 3шт;0;;;;993;Глокс.;Кайзер Фридрих;3шт;6/+;.;АЛБЕ000993;;;;;;;;;;;;;;;;;;;;;;;;993;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959343;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Кайзер Вильгельм, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14135;Глокс.;Кайзер Вильгельм;2шт;4/5;ПРОМОЛАЙН;АПЛ014135;;;;;;;;;;;;;;;;;;;;;;;;14135;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917411;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Кайзер Вильгельм, 3шт;0;;;;2683;Глокс.;Кайзер Вильгельм;3шт;6/+;.;АЛБЕ002683;;;;;;;;;;;;;;;;;;;;;;;;2683;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959350;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Смесь Сортов, 3шт;0;;;;5295;Глоксиния;Смесь Сортов;3шт;6/+;.;АЛБЕ005295;;;;;;;;;;;;;;;;;;;;;;;;5295;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109938324;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Мон Блан, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14136;Глоксиния;Мон Блан;2шт;4/5;ПРОМОЛАЙН;АПЛ014136;;;;;;;;;;;;;;;;;;;;;;;;14136;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917404;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Мон Блан, 3шт;0;;;;3492;Глоксиния;Мон Блан;3шт;6/+;.;АЛБЕ003492;;;;;;;;;;;;;;;;;;;;;;;;3492;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972342;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Принц Альберт, 3шт;0;;;;5293;Глоксиния;Принц Альберт;3шт;4/5;.;АЛБЕ005293;;;;;;;;;;;;;;;;;;;;;;;;5293;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109938348;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Руа Де Руж, 3шт;0;;;;3493;Глоксиния;Руа Де Руж;3шт;5/6;.;АЛБЕ003493;;;;;;;;;;;;;;;;;;;;;;;;3493;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109972359;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Тайгер Блю, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14137;Глоксиния;Тайгер Блю;2шт;4/5;ПРОМОЛАЙН;АПЛ014137;;;;;;;;;;;;;;;;;;;;;;;;14137;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917398;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Тайгер Блю, 3шт;0;;;;2684;Глоксиния;Тайгер Блю;3шт;6/+;.;АЛБЕ002684;;;;;;;;;;;;;;;;;;;;;;;;2684;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959367;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Тайгер Ред, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14138;Глоксиния;Тайгер Ред;2шт;4/5;ПРОМОЛАЙН;АПЛ014138;;;;;;;;;;;;;;;;;;;;;;;;14138;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917381;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Тайгер Ред, 3шт;0;;;;991;Глоксиния;Тайгер Ред;3шт;6/+;.;АЛБЕ000991;;;;;;;;;;;;;;;;;;;;;;;;991;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959374;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Тигрина Микс, 3шт;0;;;;5294;Глоксиния;Тигрина Микс;3шт;6/+;.;АЛБЕ005294;;;;;;;;;;;;;;;;;;;;;;;;5294;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109938331;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Виолацеа, 4/5, (б/кор.,кратно 5 уп, 'Эконом'), 2шт;0;;;;14139;Глоксиния;Виолацеа;2шт;4/5;ПРОМОЛАЙН;АПЛ014139;;;;;;;;;;;;;;;;;;;;;;;;14139;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109917374;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глоксиния Виолацеа, 3шт;0;;;;2682;Глоксиния;Виолацеа;3шт;6/+;.;АЛБЕ002682;;;;;;;;;;;;;;;;;;;;;;;;2682;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109959381;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ахименес Блю (4 ризомы, пласт.бан.), 1шт;0;;;;5316;Ахименес;Блю;1шт;A;.;АЛКВ005316;;;;;;;;;;;;;;;;;;;;;;;;5316;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109938096;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ахименес Пинк (4 ризомы, пласт.бан.), 1шт;0;;;;4261;Ахименес;Пинк;1шт;A;.;АЛКВ004261;;;;;;;;;;;;;;;;;;;;;;;;4261;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109986820;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ахименес Пурпл (4 ризомы, пласт.бан.), 1шт;0;;;;6292;Ахименес;Пурпл;1шт;A;.;АЛКВ006292;;;;;;;;;;;;;;;;;;;;;;;;6292;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109933725;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ахименес Рэд (4 ризомы, пласт.бан.), 1шт;0;;;;3009;Ахименес;Рэд;1шт;A;.;АЛКВ003009;;;;;;;;;;;;;;;;;;;;;;;;3009;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109929391;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ахименес Уайт (4 ризомы, пласт.бан.), 1шт;0;;;;3526;Ахименес;Уайт;1шт;A;.;АЛКВ003526;;;;;;;;;;;;;;;;;;;;;;;;3526;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109973493;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ахименес Микс (4 ризомы, пласт.бан.), 1шт;0;;;;4316;Ахименес;Микс;1шт;A;.;АЛКВ004316;;;;;;;;;;;;;;;;;;;;;;;;4316;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109987377;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Адмирал махр., 5/6, - 15шт;0;;;;2911;Анемона;Адмирал;15шт;5/6;.;LKV2002911;;;;;;;;;;;;;;;;;;;;;;;;2911;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978375;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Биколор, 5/6, - 15шт;0;;;;1779;Анемона;Биколор;15шт;5/6;.;LKV2001779;;;;;;;;;;;;;;;;;;;;;;;;1779;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978382;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Бланда Смесь, 5/6, - 15шт;0;;;;1780;Анемона;Бланда смесь;15шт;5/6;.;LKV2001780;;;;;;;;;;;;;;;;;;;;;;;;1780;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978399;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Блю Шейдс, 5/6, - 15шт;0;;;;159;Анемона;Блю Шейдс;15шт;5/6;.;LKV2000159;;;;;;;;;;;;;;;;;;;;;;;;159;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109985861;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Брайд, 5/6, - 15шт;0;;;;1781;Анемона;Брайд;15шт;5/6;.;LKV2001781;;;;;;;;;;;;;;;;;;;;;;;;1781;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978405;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Говернор махр., 5/6, - 15шт;0;;;;1782;Анемона;Говернор;15шт;5/6;.;LKV2001782;;;;;;;;;;;;;;;;;;;;;;;;1782;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978412;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Голландия, 6/7, - 15шт;0;;;;1783;Анемона;Голландия;15шт;6/7;.;LKV2001783;;;;;;;;;;;;;;;;;;;;;;;;1783;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978429;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Гора Эверест махр., 5/6, - 15шт;0;;;;1784;Анемона;Гора Эверест;15шт;5/6;.;LKV2001784;;;;;;;;;;;;;;;;;;;;;;;;1784;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978436;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Де Каен Смесь, 6/7, - 15шт;0;;;;2889;Анемона;Де Каен смесь;15шт;6/7;.;LKV2002889;;;;;;;;;;;;;;;;;;;;;;;;2889;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978443;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Лорд Лейтенант махр., 5/6, - 15шт;0;;;;36;Анемона;Лорд Лейтенант;15шт;5/6;.;LKV2000036;;;;;;;;;;;;;;;;;;;;;;;;36;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978450;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона М-Р Фоккер, 5/6, - 15шт;0;;;;2905;Анемона;М-р Фоккер;15шт;5/6;.;LKV2002905;;;;;;;;;;;;;;;;;;;;;;;;2905;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978467;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Св.Бриджит, Смесь махр., 6/7, - 15шт;0;;;;1776;Анемона;Св.Бриджит, смесь;15шт;6/7;.;LKV2001776;;;;;;;;;;;;;;;;;;;;;;;;1776;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978474;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Сильфид, 5/6, - 15шт;0;;;;1777;Анемона;Сильфид;15шт;5/6;.;LKV2001777;;;;;;;;;;;;;;;;;;;;;;;;1777;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109978481;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Анемона Уайт Сплендор, 5/7, - 10шт;0;;;;161;Анемона;Уайт Сплендор;10шт;5/7;.;LKV2000161;;;;;;;;;;;;;;;;;;;;;;;;161;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109985878;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ацидантера Муриела, 8/10, 10шт;0;;;;180;Ацидантера;Муриела;10шт;8/10;.;АЛКВ000180;;;;;;;;;;;;;;;;;;;;;;;;180;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109985915;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бабиана Нью Гибридс, Смесь, 5/+, 10шт;0;;;;9244;Бабиана;Нью Гибр. Смесь;10шт;5/+;.;АЛКВ009244;;;;;;;;;;;;;;;;;;;;;;;;9244;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109928776;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бабиана Стрикта, Смесь, 5/+, 10шт;0;;;;163;Бабиана;Стрикта Смесь;10шт;5/+;.;АЛКВ000163;;;;;;;;;;;;;;;;;;;;;;;;163;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109985885;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гименокаллис Фесталис (Ранний), 12/14, 5шт;0;;;;193;Гименокаллис;Ранний;5шт;12/14;.;АЛКВ000193;;;;;;;;;;;;;;;;;;;;;;;;193;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109985939;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гладиолус Принс Клаус (Nanus), 8/9, 10шт;0;;;;187;Гладиолус;Принс Клаус;10шт;8/9;.;АЛКВ000187;;;;;;;;;;;;;;;;;;;;;;;;187;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109985922;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глориоза Ротшильда, 13/15, 1шт;0;;;;10736;Глориоза;Ротшильда;1шт;13/15;.;АЛКВ010736;;;;;;;;;;;;;;;;;;;;;;;;10736;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109925980;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Зефирантус Кандида (Белоснежный), 6/+, 10шт;0;;;;418;Зефирантус;белоснеж.;10шт;6/+;.;АЛКВ000418;;;;;;;;;;;;;;;;;;;;;;;;418;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109928769;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Зефирантус Робустус (Мощный), 6/7, 10шт;0;;;;249;Зефирантус;мощный;10шт;6/7;.;АЛКВ000249;;;;;;;;;;;;;;;;;;;;;;;;249;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109986035;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Иксия Йеллоу Эмперор, 5/+, 10шт;0;;;;10738;Иксия;Йеллоу Эмпе-р;10шт;5/+;.;АЛКВ010738;;;;;;;;;;;;;;;;;;;;;;;;10738;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109925966;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Иксия Роуз Эмперор, 5/+, 10шт;0;;;;10737;Иксия;Роуз Эмперор;10шт;5/+;.;АЛКВ010737;;;;;;;;;;;;;;;;;;;;;;;;10737;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109925973;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Иксия Смесь, 5/+, 10шт;0;;;;197;Иксия;Смесь;10шт;5/+;.;АЛКВ000197;;;;;;;;;;;;;;;;;;;;;;;;197;На ящик наклейка;;0;0;0;0;0;3;3;0;4607109985946;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
